numSearches,avgCounts,maxCounts,maxDepth,avgMaxs,max,maxBoard,wins0,wins1,wins2,wins3,bestMove,board00,board01,board02,board03,board10,board11,board12,board13,board20,board21,board22,board23,board30,board31,board32,board33
390,20.56,49,7,1024,1024,1024,0.58, 0.3, 0.12, 0,right,0, 2, 0, 0, 0, 64, 2, 0, 8, 256, 1024, 0, 64, 8, 16, 512
388,19.09,54,8,1024,1024,1024,0, 0.03, 0.24, 0.73,down,0, 0, 0, 2, 0, 2, 64, 2, 0, 8, 256, 1024, 64, 8, 16, 512
392,21.18,51,8,1024,1024,1024,0.81, 0.15, 0.03, 0,right,0, 0, 0, 2, 0, 0, 64, 4, 0, 2, 256, 1024, 64, 16, 16, 512
386,21.46,49,9,1024,1024,1024,0, 0.96, 0.04, 0,left,0, 0, 0, 2, 0, 0, 64, 4, 0, 2, 256, 1024, 2, 64, 32, 512
385,20.4,56,9,1024,1024,1024,0.78, 0.13, 0.03, 0.06,right,2, 0, 2, 0, 64, 4, 0, 0, 2, 256, 1024, 0, 2, 64, 32, 512
388,19.93,50,9,1024,1024,1024,0.18, 0.03, 0.64, 0.15,up,0, 0, 0, 4, 2, 0, 64, 4, 0, 2, 256, 1024, 2, 64, 32, 512
390,18.14,50,9,1024,1024,1024,0.07, 0.1, 0.31, 0.52,down,4, 2, 64, 8, 0, 64, 256, 1024, 0, 0, 32, 512, 0, 2, 0, 0
395,19.46,52,7,1024,1024,1024,0.34, 0.07, 0.42, 0.17,up,2, 0, 0, 0, 0, 2, 64, 8, 0, 64, 256, 1024, 4, 2, 32, 512
391,18.48,45,8,1024,1024,1024,0.04, 0.93, 0, 0.02,left,2, 2, 64, 8, 4, 64, 256, 1024, 0, 2, 32, 512, 0, 0, 0, 2
394,18.19,54,7,1024,1024,1024,0.11, 0.11, 0.57, 0.22,up,4, 64, 8, 0, 4, 64, 256, 1024, 2, 32, 512, 0, 2, 2, 0, 0
395,16.43,39,7,1024,1024,1024,0.4, 0.13, 0.26, 0.21,right,8, 128, 8, 1024, 4, 32, 256, 0, 0, 2, 512, 2, 0, 0, 0, 0
400,17.59,50,7,1024,1024,1024,0.09, 0.24, 0.22, 0.46,down,8, 128, 8, 1024, 0, 4, 32, 256, 0, 2, 512, 2, 0, 2, 0, 0
397,16.97,47,7,1024,1024,1024,0, 0.17, 0.44, 0.39,up,0, 0, 0, 0, 2, 128, 8, 1024, 0, 4, 32, 256, 8, 4, 512, 2
399,15.79,45,7,1024,1024,1024,0.39, 0.37, 0, 0.24,right,2, 128, 8, 1024, 8, 8, 32, 256, 0, 0, 512, 2, 0, 0, 2, 0
402,14.94,38,7,1024,1024,1024,0.11, 0.5, 0.29, 0.1,left,2, 128, 8, 1024, 0, 16, 32, 256, 0, 0, 512, 2, 0, 0, 2, 2
405,14.3,45,7,1024,1024,1024,0.26, 0.37, 0.28, 0.09,left,2, 128, 8, 1024, 16, 32, 256, 0, 512, 2, 0, 0, 4, 0, 0, 2
407,18.71,48,11,1024,1024,1024,0.02, 0, 0.06, 0.92,down,2, 128, 8, 1024, 16, 32, 256, 2, 512, 2, 0, 0, 4, 2, 0, 0
393,19.13,52,10,1024,1024,1024,0.85, 0.09, 0.02, 0.04,right,2, 0, 2, 0, 16, 128, 0, 0, 512, 32, 8, 1024, 4, 4, 256, 2
392,19.16,47,10,1024,1024,1024,0, 0.85, 0.05, 0.1,left,0, 0, 0, 4, 0, 2, 16, 128, 512, 32, 8, 1024, 0, 8, 256, 2
392,16.81,47,11,1024,1024,1024,0.06, 0.84, 0.05, 0.06,left,4, 0, 0, 2, 2, 16, 128, 0, 512, 32, 8, 1024, 8, 256, 2, 0
399,17.79,41,10,1024,1024,1024,0.97, 0.02, 0.01, 0,right,4, 2, 0, 2, 2, 16, 128, 0, 512, 32, 8, 1024, 8, 256, 2, 0
396,17.97,48,9,1024,1024,1024,0.01, 0.01, 0.97, 0,up,0, 0, 4, 4, 0, 2, 16, 128, 512, 32, 8, 1024, 2, 8, 256, 2
396,17.78,51,8,1024,1024,1024,0.96, 0.02, 0, 0.03,right,512, 2, 4, 4, 2, 32, 16, 128, 0, 8, 8, 1024, 0, 2, 256, 2
396,18.02,49,7,1024,1024,1024,0.23, 0.01, 0.52, 0.25,up,0, 512, 2, 8, 2, 32, 16, 128, 2, 0, 16, 1024, 0, 2, 256, 2
395,17.53,47,6,1024,1024,1024,0.46, 0.11, 0.18, 0.25,right,4, 512, 2, 8, 0, 32, 32, 128, 0, 2, 256, 1024, 2, 0, 0, 2
397,16.83,41,8,1024,1024,1024,0.37, 0.17, 0.22, 0.24,right,4, 512, 2, 8, 0, 0, 64, 128, 2, 2, 256, 1024, 0, 0, 0, 4
399,16.38,39,9,1024,1024,1024,0.21, 0.07, 0.14, 0.58,down,4, 512, 2, 8, 0, 0, 64, 128, 0, 4, 256, 1024, 2, 0, 0, 4
400,15.79,35,8,1024,1024,1024,0.14, 0.17, 0.54, 0.16,up,2, 0, 0, 8, 0, 0, 2, 128, 4, 512, 64, 1024, 2, 4, 256, 4
402,14.61,35,8,1024,1024,1024,0.2, 0.16, 0.16, 0.48,down,2, 512, 2, 8, 4, 4, 64, 128, 2, 0, 256, 1024, 2, 0, 0, 4
406,15.41,43,9,1024,1024,1024,0.21, 0.59, 0.05, 0.14,left,0, 0, 2, 8, 2, 0, 2, 128, 4, 512, 64, 1024, 4, 4, 256, 4
403,14.82,37,10,1024,1024,1024,0.06, 0, 0.28, 0.66,down,2, 8, 2, 0, 4, 128, 0, 0, 4, 512, 64, 1024, 8, 256, 4, 0
405,13.68,53,7,1024,1024,1024,0.46, 0.16, 0.15, 0.22,right,0, 8, 0, 0, 2, 128, 2, 0, 8, 512, 64, 2, 8, 256, 4, 1024
408,14.44,116,8,1026.5,2048,1024,0, 0.2, 0.16, 0.64,down,0, 0, 2, 8, 0, 2, 128, 2, 8, 512, 64, 2, 8, 256, 4, 1024
406,12.32,35,7,1024,1024,1024,0.45, 0.36, 0.19, 0,right,0, 0, 2, 0, 0, 2, 128, 8, 2, 512, 64, 4, 16, 256, 4, 1024
413,10.45,35,8,1021.53,1024,1024,0.36, 0.08, 0.46, 0.1,up,0, 0, 0, 2, 2, 2, 128, 8, 2, 512, 64, 4, 16, 256, 4, 1024
418,10.2,30,8,1024,1024,1024,0.89, 0.07, 0, 0.04,right,4, 2, 128, 2, 16, 512, 64, 8, 0, 256, 4, 4, 0, 2, 0, 1024
419,10.4,28,8,1024,1024,1024,0.16, 0.03, 0.39, 0.42,down,4, 2, 128, 2, 16, 512, 64, 8, 0, 0, 256, 8, 2, 0, 2, 1024
418,9.56,28,9,1024,1024,1024,0.02, 0.02, 0.89, 0.06,up,0, 2, 128, 0, 4, 0, 64, 2, 16, 2, 256, 16, 2, 512, 2, 1024
421,9.15,34,7,1024,1024,1024,0.42, 0.48, 0, 0.1,left,4, 4, 128, 2, 16, 512, 64, 16, 2, 0, 256, 1024, 0, 0, 2, 2
422,8.75,33,8,1021.58,1024,1024,0.69, 0, 0.17, 0.14,right,8, 128, 2, 0, 16, 512, 64, 16, 2, 256, 1024, 0, 4, 2, 0, 0
423,7.55,30,8,1024,1024,1024,0, 0.72, 0, 0.28,left,2, 8, 128, 2, 16, 512, 64, 16, 0, 2, 256, 1024, 0, 0, 4, 2
427,7.27,29,10,1021.61,1024,1024,0.82, 0.12, 0.04, 0.01,right,2, 8, 128, 2, 16, 512, 64, 16, 2, 256, 1024, 0, 4, 2, 0, 2
428,7.18,35,10,1021.61,1024,1024,0.78, 0.06, 0, 0.16,right,2, 8, 128, 2, 16, 512, 64, 16, 2, 2, 256, 1024, 0, 0, 4, 4
428,7.58,31,13,1000.13,1024,1024,0, 0.09, 0, 0.91,down,2, 8, 128, 2, 16, 512, 64, 16, 2, 4, 256, 1024, 0, 0, 0, 8
427,7.47,79,11,1004.86,2048,1024,0.63, 0.07, 0.3, 0,right,0, 2, 0, 2, 2, 8, 128, 16, 16, 512, 64, 1024, 2, 4, 256, 8
427,8.88,72,11,1026.39,2048,1024,0.02, 0.98, 0.01, 0,left,0, 2, 0, 4, 2, 8, 128, 16, 16, 512, 64, 1024, 2, 4, 256, 8
423,7.96,31,9,1019.17,1024,1024,0.02, 0, 0.98, 0.01,up,2, 4, 2, 0, 2, 8, 128, 16, 16, 512, 64, 1024, 2, 4, 256, 8
426,7.81,53,14,1014.41,2048,1024,0.98, 0.02, 0, 0,right,4, 4, 2, 16, 16, 8, 128, 1024, 2, 512, 64, 8, 0, 4, 256, 2
426,8.59,134,14,1035.99,2048,1024,0, 0.43, 0.02, 0.54,down,2, 8, 2, 16, 16, 8, 128, 1024, 2, 512, 64, 8, 0, 4, 256, 2
424,14.92,117,16,1072.19,2048,1024,0.73, 0.06, 0.22, 0,right,0, 2, 2, 16, 2, 16, 128, 1024, 16, 512, 64, 8, 2, 4, 256, 2
405,43.4,166,24,1517.04,2048,1024,0.02, 0.96, 0.01, 0,left,2, 0, 4, 16, 2, 16, 128, 1024, 16, 512, 64, 8, 2, 4, 256, 2
319,19.95,155,18,1088,2048,1024,0, 0, 1, 0,up,2, 4, 16, 2, 2, 16, 128, 1024, 16, 512, 64, 8, 2, 4, 256, 2
390,44.45,175,20,1555.64,2048,1024,0.93, 0.05, 0.01, 0,right,4, 4, 16, 2, 16, 16, 128, 1024, 2, 512, 64, 8, 2, 4, 256, 2
316,17.18,131,16,1101.53,2048,1024,0, 0.92, 0.02, 0.06,left,0, 8, 16, 2, 2, 32, 128, 1024, 2, 512, 64, 8, 2, 4, 256, 2
398,59.65,179,20,1822.16,2048,1024,0.98, 0.01, 0.01, 0.01,right,8, 16, 2, 2, 2, 32, 128, 1024, 2, 512, 64, 8, 2, 4, 256, 2
271,44.03,161,19,1445.65,2048,1024,0, 0, 0.99, 0.01,up,2, 8, 16, 4, 2, 32, 128, 1024, 2, 512, 64, 8, 2, 4, 256, 2
317,20.01,138,15,1104.5,2048,1024,0, 0.06, 0.94, 0,up,4, 8, 16, 4, 4, 32, 128, 1024, 0, 512, 64, 8, 2, 4, 256, 2
389,57.44,160,18,1738.17,2048,1024,0.01, 0.99, 0, 0,left,8, 8, 16, 4, 2, 32, 128, 1024, 0, 512, 64, 8, 2, 4, 256, 2
277,38.28,142,15,1307.63,2048,1024,0.89, 0.04, 0.02, 0.05,right,16, 16, 4, 2, 2, 32, 128, 1024, 512, 64, 8, 0, 2, 4, 256, 2
335,40.7,204,15,1423.24,2048,1024,0, 0.01, 0.02, 0.97,down,0, 32, 4, 2, 2, 32, 128, 1024, 2, 512, 64, 8, 2, 4, 256, 2
327,52.82,181,17,1729.56,2048,1024,0.03, 0.93, 0.01, 0.02,left,0, 0, 4, 2, 2, 64, 128, 1024, 2, 512, 64, 8, 4, 4, 256, 2
291,29.58,140,11,1262.47,2048,1024,0.02, 0.02, 0.06, 0.9,down,4, 2, 2, 0, 2, 64, 128, 1024, 2, 512, 64, 8, 8, 256, 2, 0
361,55.77,185,17,1872.62,2048,1024,0.96, 0.01, 0.01, 0.02,right,2, 2, 2, 0, 4, 64, 128, 0, 4, 512, 64, 1024, 8, 256, 2, 8
282,57.74,175,14,1816.42,2048,1024,0.01, 0.01, 0.04, 0.94,down,0, 2, 2, 4, 0, 4, 64, 128, 4, 512, 64, 1024, 8, 256, 2, 8
276,60.32,149,13,1911.22,2048,1024,0.97, 0.02, 0.01, 0,right,0, 2, 0, 4, 2, 4, 2, 128, 4, 512, 128, 1024, 8, 256, 2, 8
269,58.37,158,11,1752.18,2048,1024,0, 0, 0.96, 0.03,up,2, 0, 2, 4, 2, 4, 2, 128, 4, 512, 128, 1024, 8, 256, 2, 8
274,60.36,138,13,1954.91,2048,1024,0.04, 0.01, 0.94, 0.01,up,4, 4, 4, 4, 4, 512, 128, 128, 8, 256, 2, 1024, 0, 2, 0, 8
268,53.55,140,13,1758.69,2048,1024,0.02, 0.04, 0.09, 0.84,down,8, 4, 4, 4, 8, 512, 128, 128, 0, 256, 2, 1024, 2, 2, 0, 8
289,61.5,146,14,1956.19,2048,1024,0.01, 0.99, 0, 0,left,0, 4, 2, 4, 0, 512, 4, 128, 16, 256, 128, 1024, 2, 2, 2, 8
265,61.64,161,12,1971.01,2048,1024,0, 0, 0.02, 0.98,down,4, 2, 4, 0, 512, 4, 128, 0, 16, 256, 128, 1024, 4, 2, 8, 2
265,65.08,147,10,2013.35,2048,1024,0.98, 0.01, 0, 0,right,4, 2, 2, 0, 512, 4, 4, 0, 16, 256, 256, 1024, 4, 2, 8, 2
254,64.42,189,10,2035.95,2048,1024,0.04, 0.01, 0.01, 0.94,down,0, 2, 4, 4, 0, 0, 512, 8, 0, 16, 512, 1024, 4, 2, 8, 2
256,63.54,189,10,2044.02,2048,1024,0.02, 0.15, 0.01, 0.82,down,0, 2, 0, 4, 0, 2, 4, 8, 0, 16, 1024, 1024, 4, 2, 8, 2
259,63.95,162,9,2044.06,2048,2048,0.91, 0.05, 0.01, 0.03,right,0, 0, 0, 4, 2, 4, 4, 8, 0, 16, 1024, 1024, 4, 2, 8, 2
258,60.1,174,9,2048,2048,2048,0.9, 0.04, 0.01, 0.05,right,0, 0, 0, 4, 2, 2, 8, 8, 0, 0, 16, 2048, 4, 2, 8, 2
269,62.27,158,8,2048,2048,2048,0.04, 0.01, 0.93, 0.02,up,0, 0, 0, 4, 2, 0, 4, 16, 0, 0, 16, 2048, 4, 2, 8, 2
263,59.78,138,7,2048,2048,2048,0.47, 0.49, 0.02, 0.02,left,2, 2, 4, 4, 4, 0, 16, 16, 0, 0, 8, 2048, 2, 0, 0, 2
270,61.51,128,6,2048,2048,2048,0.11, 0.39, 0.25, 0.25,left,4, 8, 0, 0, 4, 32, 0, 0, 8, 2048, 0, 0, 4, 0, 2, 0
265,63.06,179,8,2048,2048,2048,0.01, 0.06, 0.81, 0.12,up,4, 8, 0, 2, 4, 32, 0, 0, 8, 2048, 0, 0, 4, 2, 0, 0
260,61.19,171,8,2048,2048,2048,0.05, 0.89, 0.02, 0.04,left,8, 8, 0, 2, 8, 32, 0, 0, 4, 2048, 0, 0, 0, 2, 0, 2
266,61.73,124,8,2048,2048,2048,0.03, 0.05, 0.29, 0.63,down,16, 2, 0, 0, 8, 32, 0, 2, 4, 2048, 0, 0, 4, 0, 0, 0
264,64.17,150,6,2048,2048,2048,0.06, 0.08, 0.44, 0.42,up,0, 0, 0, 0, 16, 2, 0, 0, 8, 32, 0, 2, 8, 2048, 0, 2
257,61.53,186,6,2048,2048,2048,0.1, 0.19, 0.25, 0.46,down,16, 2, 0, 4, 16, 32, 0, 0, 0, 2048, 0, 2, 0, 0, 0, 0
265,62.85,144,7,2048,2048,2048,0.09, 0.06, 0.85, 0,up,0, 0, 0, 0, 0, 2, 0, 0, 2, 32, 0, 4, 32, 2048, 0, 2
261,61.06,161,8,2048,2048,2048,0.29, 0.66, 0, 0.06,left,2, 2, 2, 4, 32, 32, 0, 2, 0, 2048, 0, 0, 0, 0, 0, 0
266,62.7,188,6,2048,2048,2048,0.15, 0.05, 0.3, 0.5,down,4, 2, 4, 0, 64, 2, 0, 2, 2048, 0, 0, 0, 0, 0, 0, 0
261,59.19,179,6,2048,2048,2048,0.19, 0.58, 0.24, 0,left,2, 0, 0, 0, 4, 0, 0, 0, 64, 0, 0, 0, 2048, 4, 4, 2
272,61.95,141,7,2048,2048,2048,0.43, 0, 0.23, 0.34,right,2, 0, 0, 0, 4, 2, 0, 0, 64, 0, 0, 0, 2048, 8, 2, 0
264,58.15,155,7,2048,2048,2048,0.08, 0.74, 0.05, 0.12,left,0, 0, 2, 2, 0, 0, 4, 2, 0, 0, 0, 64, 0, 2048, 8, 2
275,56.67,138,6,2048,2048,2048,0.13, 0.3, 0.3, 0.27,left,4, 0, 2, 0, 4, 2, 0, 0, 64, 0, 0, 0, 2048, 8, 2, 0
279,57.22,164,6,2048,2048,2048,0.22, 0.22, 0.47, 0.08,up,4, 2, 0, 0, 4, 2, 0, 0, 64, 0, 0, 0, 2048, 8, 2, 2
278,56.71,161,6,2048,2048,2048,0.42, 0.34, 0.11, 0.14,right,8, 4, 2, 2, 64, 8, 0, 0, 2048, 0, 0, 0, 0, 0, 0, 2
279,56.42,186,6,2048,2048,2048,0.53, 0.33, 0.08, 0.06,right,0, 8, 4, 4, 0, 0, 64, 8, 0, 0, 0, 2048, 0, 2, 0, 2
280,53.09,139,6,2048,2048,2048,0.21, 0.1, 0.32, 0.37,down,0, 0, 8, 8, 0, 0, 64, 8, 0, 2, 0, 2048, 0, 0, 0, 4
290,51.17,197,7,2048,2048,2048,0, 0.19, 0.81, 0,up,0, 0, 0, 0, 0, 0, 2, 16, 0, 0, 8, 2048, 0, 2, 64, 4
296,51.76,111,8,2048,2048,2048,0.76, 0.12, 0, 0.12,right,2, 2, 2, 16, 0, 0, 8, 2048, 0, 0, 64, 4, 0, 0, 0, 0
294,53.6,165,7,2048,2048,2048,0.05, 0.03, 0.87, 0.05,up,0, 2, 4, 16, 0, 0, 8, 2048, 0, 0, 64, 4, 0, 2, 0, 0
289,50.78,112,7,2048,2048,2048,0.73, 0.11, 0.11, 0.06,right,0, 4, 4, 16, 2, 0, 8, 2048, 0, 0, 64, 4, 0, 0, 0, 0
297,53.73,151,7,2048,2048,2048,0.25, 0.07, 0.62, 0.06,up,0, 0, 8, 16, 0, 2, 8, 2048, 2, 0, 64, 4, 0, 0, 0, 0
288,49.39,120,7,2048,2048,2048,0.4, 0.56, 0, 0.04,left,2, 2, 16, 16, 0, 0, 64, 2048, 0, 0, 0, 4, 0, 0, 0, 2
301,48.97,163,7,2048,2048,2048,0.57, 0, 0, 0.43,right,4, 32, 0, 0, 64, 2048, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0
303,48.47,135,6,2048,2048,2048,0.25, 0.07, 0.29, 0.39,down,2, 0, 4, 32, 0, 0, 64, 2048, 0, 0, 4, 2, 0, 0, 0, 2
304,49.65,151,6,2048,2048,2048,0.11, 0.38, 0.3, 0.21,left,0, 0, 0, 0, 0, 0, 4, 32, 0, 2, 64, 2048, 2, 0, 4, 4
301,49.37,151,7,2048,2048,2048,0.05, 0, 0.43, 0.52,down,0, 0, 0, 0, 4, 32, 0, 0, 2, 64, 2048, 0, 2, 8, 2, 0
301,48.61,136,7,2048,2048,2048,0.12, 0.16, 0.21, 0.51,down,0, 2, 0, 0, 0, 32, 0, 0, 4, 64, 2048, 0, 4, 8, 2, 0
304,46.85,155,6,2048,2048,2048,0.26, 0.44, 0.13, 0.17,left,2, 2, 0, 0, 0, 32, 0, 0, 0, 64, 2048, 0, 8, 8, 2, 0
309,45.2,162,6,2048,2048,2048,0.13, 0.33, 0.25, 0.28,left,4, 0, 0, 0, 32, 0, 0, 2, 64, 2048, 0, 0, 16, 2, 0, 0
314,44.7,144,6,2048,2048,2048,0.12, 0.42, 0.46, 0,up,4, 0, 0, 0, 32, 2, 0, 0, 64, 2048, 0, 0, 16, 2, 0, 2
315,42.17,106,6,2048,2048,2048,0.31, 0.39, 0.14, 0.16,left,4, 2, 0, 2, 32, 2048, 0, 0, 64, 2, 2, 0, 16, 0, 0, 0
323,46.46,133,9,2048,2048,2048,0.14, 0.54, 0.23, 0.09,left,4, 4, 0, 0, 32, 2048, 0, 2, 64, 4, 0, 0, 16, 0, 0, 0
310,50.61,151,9,2048,2048,2048,0.74, 0.06, 0.04, 0.16,right,8, 0, 2, 0, 32, 2048, 2, 0, 64, 4, 0, 0, 16, 0, 0, 0
298,56.41,157,10,2048,2048,2048,0.02, 0.02, 0.94, 0.02,up,0, 0, 8, 2, 0, 32, 2048, 2, 0, 0, 64, 4, 0, 2, 0, 16
280,56.23,139,9,2048,2048,2048,0.03, 0.04, 0.89, 0.04,up,0, 32, 8, 4, 2, 2, 2048, 4, 0, 0, 64, 16, 0, 0, 0, 0
281,60.01,147,8,2048,2048,2048,0.11, 0.87, 0, 0.02,left,2, 32, 8, 8, 0, 2, 2048, 16, 0, 0, 64, 2, 0, 0, 0, 0
269,56.32,153,8,2048,2048,2048,0.31, 0, 0.66, 0.02,up,2, 32, 16, 0, 2, 2048, 16, 0, 64, 2, 0, 0, 2, 0, 0, 0
281,58.83,145,6,2048,2048,2048,0.35, 0.44, 0.18, 0.02,left,4, 32, 32, 0, 64, 2048, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0
273,57.68,155,6,2048,2048,2048,0.21, 0.22, 0.31, 0.26,up,4, 64, 0, 0, 64, 2048, 0, 0, 4, 2, 0, 0, 0, 2, 0, 0
276,53.74,143,6,2048,2048,2048,0.19, 0.26, 0.32, 0.23,up,4, 64, 0, 0, 64, 2048, 0, 0, 4, 4, 0, 0, 0, 0, 0, 2
288,55.3,119,7,2048,2048,2048,0.58, 0.12, 0, 0.3,right,4, 64, 0, 2, 64, 2048, 0, 0, 4, 4, 0, 0, 2, 0, 0, 0
284,55.35,139,7,2048,2048,2048,0, 0.05, 0.19, 0.76,down,0, 4, 64, 2, 0, 0, 64, 2048, 0, 0, 2, 8, 0, 0, 0, 2
283,53.97,129,6,2048,2048,2048,0.49, 0.15, 0.15, 0.21,right,0, 0, 0, 2, 0, 0, 0, 2048, 2, 0, 128, 8, 0, 4, 2, 2
288,52.39,150,6,2048,2048,2048,0.64, 0.08, 0.06, 0.22,right,0, 0, 0, 2, 2, 0, 0, 2048, 0, 2, 128, 8, 0, 0, 4, 4
292,53.22,121,6,2048,2048,2048,0.2, 0.08, 0.43, 0.29,up,0, 0, 0, 2, 2, 0, 2, 2048, 0, 2, 128, 8, 0, 0, 0, 8
290,54.07,153,6,2048,2048,2048,0.38, 0.42, 0.07, 0.14,left,2, 2, 2, 2, 2, 0, 128, 2048, 0, 0, 0, 16, 0, 0, 0, 0
287,50.68,140,6,2048,2048,2048,0.48, 0.26, 0.21, 0.05,right,4, 4, 0, 0, 2, 128, 2048, 0, 16, 0, 0, 2, 0, 0, 0, 0
297,50.46,135,6,2048,2048,2048,0.21, 0.4, 0.22, 0.16,left,0, 0, 0, 8, 0, 2, 128, 2048, 0, 0, 16, 2, 0, 0, 2, 0
298,48.28,125,6,2048,2048,2048,0.41, 0.2, 0.18, 0.21,right,8, 0, 0, 0, 2, 128, 2048, 0, 16, 2, 0, 2, 2, 0, 0, 0
305,49.2,137,6,2048,2048,2048,0.52, 0.18, 0.15, 0.15,right,0, 0, 0, 8, 0, 2, 128, 2048, 0, 0, 16, 4, 0, 2, 0, 2
302,47.49,117,6,2048,2048,2048,0.24, 0.13, 0.4, 0.23,up,2, 0, 0, 8, 0, 2, 128, 2048, 0, 0, 16, 4, 0, 0, 0, 4
307,45.42,115,7,2048,2048,2048,0.2, 0.41, 0.15, 0.24,left,2, 2, 128, 8, 0, 0, 16, 2048, 0, 2, 0, 8, 0, 0, 0, 0
313,44.62,142,8,2048,2048,2048,0.16, 0, 0.23, 0.6,down,4, 128, 8, 0, 16, 2048, 0, 0, 2, 8, 0, 0, 2, 0, 0, 0
316,43.87,149,7,2048,2048,2048,0.31, 0.63, 0.06, 0,left,0, 2, 0, 0, 4, 128, 0, 0, 16, 2048, 0, 0, 4, 8, 8, 0
318,45.29,150,6,2048,2048,2048,0.14, 0.37, 0.32, 0.17,left,2, 0, 2, 0, 4, 128, 0, 0, 16, 2048, 0, 0, 4, 16, 0, 0
314,43.95,130,6,2048,2048,2048,0.19, 0.23, 0.17, 0.41,down,4, 0, 2, 0, 4, 128, 0, 0, 16, 2048, 0, 0, 4, 16, 0, 0
318,43.01,130,6,2048,2048,2048,0.14, 0.1, 0.31, 0.45,down,0, 0, 0, 0, 8, 128, 0, 0, 16, 2048, 0, 2, 4, 16, 2, 0
320,40.62,116,6,2048,2048,2048,0.1, 0.23, 0.36, 0.31,up,0, 0, 0, 0, 8, 128, 0, 0, 16, 2048, 0, 2, 4, 16, 2, 2
328,42.01,111,7,2048,2048,2048,0.14, 0.21, 0, 0.65,down,8, 128, 2, 4, 16, 2048, 0, 2, 4, 16, 0, 0, 0, 0, 0, 0
323,40.13,136,8,2048,2048,2048,0.14, 0.31, 0.55, 0,up,0, 2, 0, 0, 8, 128, 0, 0, 16, 2048, 0, 4, 4, 16, 2, 2
329,40.47,132,8,2048,2048,2048,0.75, 0.19, 0.04, 0.02,right,8, 2, 2, 4, 16, 128, 2, 2, 4, 2048, 0, 0, 0, 16, 0, 0
328,36.13,116,8,2048,2048,2048,0.78, 0.11, 0.02, 0.09,right,0, 8, 4, 4, 2, 16, 128, 4, 0, 0, 4, 2048, 0, 0, 0, 16
341,38.45,121,7,2048,2048,2048,0.13, 0.68, 0.16, 0.03,left,2, 0, 8, 8, 2, 16, 128, 4, 0, 0, 4, 2048, 0, 0, 0, 16
334,38.27,116,7,2048,2048,2048,0.02, 0, 0.68, 0.3,up,2, 16, 0, 0, 2, 16, 128, 4, 4, 2048, 2, 0, 16, 0, 0, 0
335,37.78,136,6,2048,2048,2048,0.21, 0.19, 0.36, 0.24,up,4, 32, 128, 4, 4, 2048, 2, 0, 16, 0, 0, 2, 0, 0, 0, 0
336,35.71,133,7,2048,2048,2048,0.4, 0.24, 0.13, 0.23,right,8, 32, 128, 4, 16, 2048, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0
342,34.89,130,8,2048,2048,2048,0.3, 0.12, 0.41, 0.17,up,8, 32, 128, 4, 0, 16, 2048, 4, 0, 0, 0, 0, 0, 0, 2, 2
345,35.27,121,8,2048,2048,2048,0.23, 0.57, 0.13, 0.07,left,8, 32, 128, 8, 0, 16, 2048, 2, 0, 0, 2, 0, 0, 2, 0, 0
344,34.57,131,7,2048,2048,2048,0.17, 0.08, 0.13, 0.61,down,8, 32, 128, 8, 16, 2048, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0
346,35.78,101,7,2048,2048,2048,0.75, 0.22, 0.03, 0,right,0, 0, 0, 0, 8, 32, 2, 0, 16, 2048, 128, 0, 4, 2, 2, 8
342,36.35,118,8,2048,2048,2048,0.24, 0.73, 0.03, 0,left,0, 0, 2, 0, 0, 8, 32, 2, 0, 16, 2048, 128, 0, 4, 4, 8
340,36.5,118,6,2048,2048,2048,0.24, 0.45, 0.07, 0.23,left,2, 0, 2, 0, 8, 32, 2, 0, 16, 2048, 128, 0, 8, 8, 0, 0
340,34.74,115,7,2048,2048,2048,0.1, 0, 0.52, 0.38,up,4, 0, 0, 0, 8, 32, 2, 0, 16, 2048, 128, 2, 16, 0, 0, 0
345,35.71,138,10,2048,2048,2048,0.73, 0.15, 0.06, 0.06,right,4, 32, 2, 2, 8, 2048, 128, 0, 32, 0, 0, 0, 0, 0, 0, 2
342,36.76,108,7,2048,2048,2048,0.11, 0.07, 0.06, 0.75,down,0, 4, 32, 4, 0, 8, 2048, 128, 0, 0, 0, 32, 0, 2, 0, 2
339,38.03,144,7,2048,2048,2048,0.48, 0.36, 0.16, 0,right,0, 2, 0, 4, 0, 4, 0, 128, 0, 8, 32, 32, 0, 2, 2048, 2
335,39.15,151,8,2048,2048,2048,0.63, 0.29, 0.05, 0.03,right,0, 2, 2, 4, 0, 0, 4, 128, 0, 0, 8, 64, 0, 2, 2048, 2
332,37.56,128,6,2048,2048,2048,0.23, 0.04, 0.4, 0.32,up,0, 0, 4, 4, 2, 0, 4, 128, 0, 0, 8, 64, 0, 2, 2048, 2
337,37.32,103,6,2048,2048,2048,0.2, 0.27, 0.33, 0.21,up,2, 2, 8, 4, 0, 0, 8, 128, 0, 0, 2048, 64, 2, 0, 0, 2
338,33.98,131,6,2048,2048,2048,0.14, 0.09, 0.45, 0.32,up,4, 2, 16, 4, 0, 0, 2048, 128, 0, 2, 0, 64, 0, 0, 0, 2
