Avg_sim_depth,Max_sim_depth,Max_node_depth,Avg_sim_points,Max_sim_points,Board_points
28.53,69,6,1024,1024,1024
28.9,77,7,1024,1024,1024
26.45,66,8,1024,1024,1024
26.61,69,6,1024,1024,1024
25.85,61,7,1024,1024,1024
25.49,81,6,1024,1024,1024
25.17,61,8,1024,1024,1024
24.57,60,7,1024,1024,1024
23.92,73,7,1024,1024,1024
26.06,68,7,1024,1024,1024
25.32,70,7,1024,1024,1024
24.65,57,6,1024,1024,1024
24.15,78,6,1024,1024,1024
23.26,81,7,1024,1024,1024
21.33,63,6,1024,1024,1024
20.13,58,7,1024,1024,1024
18.72,53,6,1024,1024,1024
17.96,54,8,1024,1024,1024
17.84,57,7,1024,1024,1024
16.92,54,7,1024,1024,1024
17.3,56,7,1024,1024,1024
16.92,54,6,1024,1024,1024
16.12,42,6,1024,1024,1024
16.01,57,6,1024,1024,1024
15.96,74,8,1024,1024,1024
15.1,66,7,1024,1024,1024
17.35,60,11,1024,1024,1024
25.87,55,11,1024,1024,1024
27.16,66,11,1024,1024,1024
28.51,62,8,1024,1024,1024
28.12,76,8,1024,1024,1024
28.55,68,7,1024,1024,1024
26.61,62,8,1024,1024,1024
26.42,67,7,1024,1024,1024
25.1,65,7,1024,1024,1024
24.89,63,7,1024,1024,1024
23.24,60,6,1024,1024,1024
22.7,56,7,1024,1024,1024
21.5,53,6,1024,1024,1024
21.49,60,7,1024,1024,1024
18.75,51,10,1024,1024,1024
20,55,11,1024,1024,1024
18.79,47,11,1024,1024,1024
18.9,61,12,1024,1024,1024
17.83,47,10,1024,1024,1024
18.09,45,8,1024,1024,1024
17.29,47,8,1024,1024,1024
17.46,43,9,1024,1024,1024
16.42,45,8,1024,1024,1024
17.05,43,9,1024,1024,1024
15.17,46,9,1024,1024,1024
15.91,49,8,1024,1024,1024
16.66,44,8,1024,1024,1024
15.38,47,8,1024,1024,1024
15.16,48,7,1024,1024,1024
15.37,49,8,1024,1024,1024
19.92,60,12,1024,1024,1024
14.01,44,8,1024,1024,1024
15.64,40,7,1024,1024,1024
14.58,49,7,1024,1024,1024
14.7,44,7,1024,1024,1024
16.29,43,8,1024,1024,1024
16.54,46,9,1024,1024,1024
11.99,42,7,1024,1024,1024
15.44,40,10,1024,1024,1024
11.87,38,9,1024,1024,1024
12.01,37,10,1024,1024,1024
12.99,39,10,1024,1024,1024
14.25,51,12,1024,1024,1024
12.38,86,12,1026.51,2048,1024
14.34,59,11,1024,1024,1024
11.63,31,11,1024,1024,1024
10.53,39,15,1024,1024,1024
9.69,27,12,1019.11,1024,1024
12.57,39,11,1024,1024,1024
9.94,28,8,1024,1024,1024
11.19,33,11,1024,1024,1024
9.48,30,8,1024,1024,1024
10.48,42,9,1024,1024,1024
12.03,39,10,1024,1024,1024
11.21,92,11,1026.47,2048,1024
9.97,29,11,1021.54,1024,1024
9.47,36,10,1024,1024,1024
14.14,62,13,1026.43,2048,1024
10.51,28,8,1024,1024,1024
11.01,146,8,1028.89,2048,1024
9.26,60,7,1024,1024,1024
8.97,26,7,1024,1024,1024
9.09,62,10,1026.42,2048,1024
8.49,31,11,1021.58,1024,1024
9.78,152,10,1024,2048,1024
7,39,9,1011.84,1024,1024
6.31,23,9,1016.86,1024,1024
6.96,24,11,1014.52,1024,1024
6.34,34,11,1012.09,1024,1024
43.4,187,21,1584.71,2048,1024
7.23,28,10,1017.6,1024,1024
7.71,25,9,1016.84,1024,1024
7.06,30,8,1019.2,1024,1024
6.15,20,9,1021.61,1024,1024
6.9,48,9,1014.52,1024,1024
6.91,20,12,1024,1024,1024
13.27,160,17,1119.26,2048,1024
5.91,32,10,1016.53,1024,1024
6.96,86,14,1024,2048,1024
4.72,55,8,993.04,1024,1024
4.61,21,9,1007.56,1024,1024
4.54,19,9,1012.28,1024,1024
20.57,137,21,1202.09,2048,1024
6.02,68,12,1002.94,2048,1024
11.9,121,21,1111.7,2048,1024
15.81,114,16,1093.09,2048,1024
25.8,166,16,1374.65,2048,1024
43.19,142,16,1751.51,2048,1024
7.53,38,16,988.91,1024,1024
23.3,120,25,1357.34,2048,1024
6.21,20,13,996.77,1024,1024
7.41,86,17,1016.87,2048,1024
7.09,70,12,1024,2048,1024
8.02,107,13,1016.84,2048,1024
7.5,51,10,1021.6,2048,1024
6.93,26,9,1021.61,2048,1024
7.81,92,9,1033.53,2048,1024
41.88,137,17,1889.72,2048,1024
35,145,16,1610.04,2048,1024
34.29,109,17,1611.69,2048,1024
40.83,139,19,1806.71,2048,1024
49.64,119,13,1860.68,2048,1024
48.33,155,13,1942.89,2048,1024
54.05,121,10,2007.84,2048,1024
50.02,142,10,2008.89,2048,1024
52.39,150,9,2027.52,2048,1024
53.48,145,9,2034.02,2048,1024
53.91,144,6,2044.47,2048,2048
52.52,122,6,2048,2048,2048
52.15,169,7,2048,2048,2048
52.05,176,7,2048,2048,2048
50.76,164,8,2048,2048,2048
49.79,133,8,2048,2048,2048
48.55,158,7,2048,2048,2048
45.81,139,7,2048,2048,2048
47.47,125,8,2048,2048,2048
49.86,166,7,2048,2048,2048
47.03,163,7,2048,2048,2048
50.8,150,6,2048,2048,2048
49.06,134,6,2048,2048,2048
46.57,137,10,2048,2048,2048
47.92,129,8,2048,2048,2048
43.77,160,8,2048,2048,2048
42.41,142,7,2048,2048,2048
48.42,172,10,2048,2048,2048
45.31,132,9,2048,2048,2048
44.1,139,9,2048,2048,2048
47.45,139,10,2048,2048,2048
48.39,151,9,2048,2048,2048
51.06,147,11,2048,2048,2048

