numSearches,avgCounts,maxCounts,maxDepth,avgMaxs,max,maxBoard,wins0,wins1,wins2,wins3,bestMove,board00,board01,board02,board03,board10,board11,board12,board13,board20,board21,board22,board23,board30,board31,board32,board33
377,29.43,63,11,1024,1024,1024,0.87, 0, 0.04, 0.09,right,2, 0, 0, 0, 256, 32, 2, 0, 4, 32, 1024, 4, 64, 16, 8, 0
361,29.72,72,11,1024,1024,1024,0.02, 0.08, 0.09, 0.81,down,2, 0, 0, 2, 0, 256, 32, 2, 4, 32, 1024, 4, 0, 64, 16, 8
360,28.54,89,9,1024,1024,1024,0, 0.04, 0.03, 0.93,down,0, 0, 0, 2, 0, 256, 32, 4, 2, 32, 1024, 4, 4, 64, 16, 8
364,27.21,80,8,1024,1024,1024,0, 0, 0.08, 0.92,down,0, 0, 0, 0, 2, 256, 32, 2, 2, 32, 1024, 8, 4, 64, 16, 8
368,28.47,73,8,1024,1024,1024,0.02, 0.88, 0.08, 0.02,left,0, 0, 2, 0, 0, 256, 32, 0, 4, 32, 1024, 2, 4, 64, 16, 16
364,30.55,89,7,1024,1024,1024,0.01, 0.2, 0.19, 0.61,down,2, 0, 0, 2, 256, 32, 0, 0, 4, 32, 1024, 2, 4, 64, 32, 0
358,28.66,62,7,1024,1024,1024,0.14, 0.26, 0.24, 0.37,down,0, 0, 0, 2, 2, 0, 0, 0, 256, 64, 1024, 0, 8, 64, 32, 4
364,27.93,84,7,1024,1024,1024,0.87, 0, 0.13, 0,right,0, 0, 0, 0, 2, 0, 0, 0, 256, 2, 1024, 2, 8, 128, 32, 4
366,26.43,71,7,1024,1024,1024,0, 0.19, 0.08, 0.73,down,0, 0, 0, 2, 0, 0, 0, 2, 256, 2, 1024, 2, 8, 128, 32, 4
370,26.85,67,7,1024,1024,1024,0, 0.51, 0.1, 0.4,left,0, 0, 0, 2, 0, 0, 0, 2, 256, 2, 1024, 4, 8, 128, 32, 4
369,25.94,140,7,1024,1024,1024,0.24, 0.16, 0.1, 0.49,down,2, 0, 0, 0, 2, 0, 0, 2, 256, 2, 1024, 4, 8, 128, 32, 4
372,23.22,75,6,1024,1024,1024,0.34, 0.29, 0.15, 0.22,right,0, 0, 2, 0, 4, 0, 0, 0, 256, 2, 1024, 2, 8, 128, 32, 8
380,22.65,135,7,1024,1024,1024,0.22, 0.21, 0.18, 0.39,down,0, 0, 0, 2, 0, 2, 0, 4, 256, 2, 1024, 2, 8, 128, 32, 8
382,22.17,51,8,1024,1024,1024,0.12, 0.76, 0.04, 0.08,left,2, 0, 0, 2, 0, 0, 0, 4, 256, 4, 1024, 2, 8, 128, 32, 8
383,26.89,65,11,1024,1024,1024,0.02, 0.01, 0.92, 0.05,up,4, 0, 2, 0, 4, 0, 0, 0, 256, 4, 1024, 2, 8, 128, 32, 8
369,27.42,81,11,1024,1024,1024,0.85, 0.09, 0.03, 0.03,right,8, 4, 2, 2, 256, 128, 1024, 8, 8, 0, 32, 0, 0, 0, 0, 2
367,27.64,58,10,1024,1024,1024,0.08, 0.79, 0.11, 0.02,left,0, 8, 4, 4, 256, 128, 1024, 8, 0, 2, 8, 32, 0, 0, 0, 2
367,30.19,111,10,1024,1024,1024,0.9, 0.03, 0.04, 0.03,right,8, 8, 0, 0, 256, 128, 1024, 8, 2, 8, 32, 0, 2, 2, 0, 0
359,29.79,72,9,1024,1024,1024,0.02, 0.02, 0.94, 0.02,up,0, 0, 0, 16, 256, 128, 1024, 8, 0, 2, 8, 32, 0, 2, 0, 4
360,30.8,85,8,1024,1024,1024,0.87, 0.03, 0.1, 0.01,right,256, 128, 1024, 16, 0, 4, 8, 8, 0, 0, 0, 32, 0, 0, 2, 4
357,31.2,109,7,1024,1024,1024,0.25, 0.02, 0.63, 0.1,up,256, 128, 1024, 16, 2, 0, 4, 16, 0, 0, 0, 32, 0, 0, 2, 4
356,29.88,65,7,1024,1024,1024,0.48, 0.05, 0.39, 0.07,right,256, 128, 1024, 32, 2, 0, 4, 32, 0, 0, 2, 4, 2, 0, 0, 0
360,29.54,90,8,1024,1024,1024,0.11, 0.09, 0.11, 0.69,down,256, 128, 1024, 32, 0, 2, 4, 32, 0, 2, 2, 4, 0, 0, 0, 2
361,29.14,140,7,1024,1024,1024,0.37, 0.48, 0.1, 0.05,left,2, 0, 0, 0, 0, 0, 1024, 64, 0, 128, 4, 4, 256, 4, 2, 2
362,29.41,92,6,1024,1024,1024,0.24, 0.5, 0.05, 0.2,left,2, 0, 0, 0, 1024, 64, 2, 0, 128, 8, 0, 0, 256, 4, 4, 0
361,27.96,99,6,1024,1024,1024,0.17, 0.23, 0.29, 0.31,down,2, 0, 0, 0, 1024, 64, 2, 2, 128, 8, 0, 0, 256, 8, 0, 0
366,28,66,6,1024,1024,1024,0.21, 0.12, 0.51, 0.16,up,2, 0, 0, 0, 1024, 0, 0, 0, 128, 64, 0, 2, 256, 16, 2, 2
366,27.1,89,6,1024,1024,1024,0.09, 0, 0.48, 0.43,up,2, 64, 2, 4, 1024, 16, 2, 0, 128, 0, 0, 0, 256, 0, 0, 0
368,25.32,103,8,1024,1024,1024,0.28, 0.3, 0, 0.42,down,2, 64, 4, 4, 1024, 16, 0, 2, 128, 0, 0, 0, 256, 0, 0, 0
374,25.74,108,7,1024,1024,1024,0.25, 0.61, 0.15, 0,left,2, 0, 0, 0, 1024, 0, 0, 2, 128, 64, 0, 4, 256, 16, 4, 2
372,24.06,73,7,1024,1024,1024,0.38, 0.28, 0.16, 0.18,right,2, 0, 0, 0, 1024, 2, 0, 2, 128, 64, 4, 0, 256, 16, 4, 2
377,23.7,72,9,1024,1024,1024,0, 0.03, 0.91, 0.06,up,0, 0, 0, 2, 0, 0, 1024, 4, 2, 128, 64, 4, 256, 16, 4, 2
378,22.62,126,9,1024,1024,1024,0.11, 0.03, 0, 0.86,down,2, 128, 1024, 2, 256, 16, 64, 8, 0, 0, 4, 2, 0, 0, 2, 0
382,22.63,98,8,1024,1024,1024,0.05, 0.84, 0.05, 0.07,left,0, 2, 1024, 0, 0, 0, 64, 2, 2, 128, 4, 8, 256, 16, 2, 2
382,23.17,86,9,1024,1024,1024,0.02, 0.03, 0.02, 0.93,down,2, 1024, 0, 2, 64, 2, 0, 0, 2, 128, 4, 8, 256, 16, 4, 0
380,23.57,97,8,1024,1024,1024,0.24, 0.3, 0.01, 0.45,down,2, 1024, 0, 0, 64, 2, 0, 2, 2, 128, 0, 2, 256, 16, 8, 8
379,23.07,136,7,1024,1024,1024,0.7, 0.22, 0.01, 0.07,right,2, 1024, 0, 2, 64, 2, 0, 0, 2, 128, 0, 4, 256, 16, 8, 8
380,22.32,105,7,1024,1024,1024,0.58, 0.06, 0.17, 0.19,right,0, 2, 1024, 2, 0, 0, 64, 2, 2, 2, 128, 4, 0, 256, 16, 16
383,21.35,106,7,1024,1024,1024,0, 0.04, 0.72, 0.24,up,0, 2, 1024, 2, 0, 0, 64, 2, 0, 4, 128, 4, 0, 2, 256, 32
385,19.72,80,7,1024,1024,1024,0, 0.1, 0.55, 0.35,up,0, 2, 1024, 4, 0, 4, 64, 4, 0, 2, 128, 32, 0, 0, 256, 2
390,19.12,112,6,1024,1024,1024,0.09, 0.37, 0.36, 0.18,left,0, 2, 1024, 8, 0, 4, 64, 32, 0, 2, 128, 2, 2, 0, 256, 0
392,18.08,93,8,1024,1024,1024,0.12, 0, 0.2, 0.69,down,2, 1024, 8, 0, 4, 64, 32, 2, 2, 128, 2, 0, 2, 256, 0, 0
395,17.86,116,8,1024,1024,1024,0.18, 0.31, 0.45, 0.06,up,0, 1024, 0, 0, 2, 64, 8, 2, 4, 128, 32, 0, 4, 256, 2, 2
396,18.4,89,9,1024,1024,1024,0.5, 0.38, 0, 0.13,right,2, 1024, 8, 4, 8, 64, 32, 2, 0, 128, 2, 0, 0, 256, 0, 0
394,18.32,103,7,1024,1024,1024,0.1, 0.02, 0.44, 0.44,up,2, 1024, 8, 4, 8, 64, 32, 2, 2, 0, 128, 2, 0, 0, 0, 256
395,17.69,104,8,1024,1024,1024,0.04, 0.34, 0.55, 0.08,up,2, 1024, 8, 4, 8, 64, 32, 4, 2, 0, 128, 256, 0, 2, 0, 0
396,18.5,106,8,1024,1024,1024,0.39, 0.39, 0.13, 0.09,left,2, 1024, 8, 8, 8, 64, 32, 256, 2, 2, 128, 0, 0, 0, 0, 2
394,16.81,87,9,1024,1024,1024,0.65, 0.19, 0.11, 0.05,right,2, 1024, 16, 0, 8, 64, 32, 256, 4, 128, 0, 2, 2, 0, 0, 0
399,14.35,82,9,1024,1024,1024,0, 0.27, 0.6, 0.13,up,0, 2, 1024, 16, 8, 64, 32, 256, 2, 4, 128, 2, 0, 0, 0, 2
406,13.53,91,8,1024,1024,1024,0.73, 0.09, 0, 0.18,right,8, 2, 1024, 16, 2, 64, 32, 256, 0, 4, 128, 4, 0, 2, 0, 0
409,13.28,71,8,1024,1024,1024,0.08, 0.19, 0.08, 0.66,down,8, 2, 1024, 16, 2, 64, 32, 256, 0, 4, 128, 4, 2, 0, 0, 2
410,12.8,77,8,1024,1024,1024,0.06, 0.69, 0.25, 0,left,0, 0, 0, 16, 2, 2, 1024, 256, 8, 64, 32, 4, 4, 4, 128, 2
411,12.01,102,8,1024,1024,1024,0.06, 0, 0.74, 0.19,up,16, 2, 0, 0, 4, 1024, 256, 0, 8, 64, 32, 4, 8, 128, 2, 0
413,28,112,16,1024,1024,1024,0.07, 0.09, 0.73, 0.1,up,16, 2, 256, 4, 4, 1024, 32, 0, 16, 64, 2, 0, 0, 128, 0, 2
365,28.05,117,15,1024,1024,1024,0.72, 0.07, 0.17, 0.04,right,16, 2, 256, 4, 4, 1024, 32, 2, 16, 64, 2, 0, 0, 128, 2, 0
365,32.98,108,14,1024,1024,1024,0.03, 0.02, 0.95, 0,up,16, 2, 256, 4, 4, 1024, 32, 2, 0, 16, 64, 2, 2, 0, 128, 2
351,9.98,90,10,1024,1024,1024,0, 0.09, 0.81, 0.1,up,16, 2, 256, 4, 4, 1024, 32, 4, 2, 16, 64, 2, 0, 0, 128, 2
420,40.2,118,14,1024,1024,1024,0.06, 0.93, 0, 0.01,left,16, 2, 256, 8, 4, 1024, 32, 4, 2, 16, 64, 0, 0, 2, 128, 0
329,43.66,132,13,1024,1024,1024,0.01, 0, 0.02, 0.97,down,16, 2, 256, 8, 4, 1024, 32, 4, 2, 16, 64, 2, 2, 128, 0, 0
319,43.5,135,13,1024,1024,1024,0, 0, 0, 0.99,down,0, 2, 2, 0, 16, 1024, 256, 8, 4, 16, 32, 4, 4, 128, 64, 2
319,45.66,121,9,1024,1024,1024,0.99, 0.01, 0, 0,right,0, 2, 2, 2, 0, 1024, 256, 8, 16, 16, 32, 4, 8, 128, 64, 2
313,45.25,104,12,1024,1024,1024,0.99, 0.01, 0, 0,right,0, 0, 2, 4, 0, 1024, 256, 8, 2, 32, 32, 4, 8, 128, 64, 2
314,44.1,95,11,1024,1024,1024,0.01, 0, 0.94, 0.05,up,0, 0, 2, 4, 0, 1024, 256, 8, 2, 2, 64, 4, 8, 128, 64, 2
317,44.73,119,9,1024,1024,1024,0.97, 0.02, 0.01, 0.01,right,2, 1024, 2, 4, 8, 2, 256, 8, 0, 128, 128, 4, 2, 0, 0, 2
315,46.07,130,7,1024,1024,1024,0, 0.02, 0.36, 0.62,down,2, 1024, 2, 4, 8, 2, 256, 8, 0, 0, 256, 4, 0, 0, 2, 4
311,44.21,110,7,1024,1024,1024,0.25, 0.14, 0.21, 0.4,down,0, 0, 0, 2, 0, 0, 2, 4, 2, 1024, 512, 8, 8, 2, 2, 8
317,42.51,126,7,1024,1024,1024,0.58, 0.17, 0.08, 0.17,right,0, 0, 2, 0, 0, 0, 2, 2, 2, 1024, 512, 4, 8, 2, 2, 16
322,44.77,100,9,1024,1024,1024,0.21, 0.05, 0.7, 0.04,up,0, 2, 0, 2, 0, 0, 0, 4, 2, 1024, 512, 4, 0, 8, 4, 16
315,43.83,110,8,1024,1024,1024,0.2, 0.44, 0.08, 0.28,left,2, 2, 512, 2, 0, 1024, 4, 8, 0, 8, 0, 16, 2, 0, 0, 0
318,42.41,113,10,1024,1024,1024,0.7, 0.07, 0.11, 0.11,right,4, 512, 2, 0, 1024, 4, 8, 0, 8, 16, 0, 0, 2, 0, 2, 0
322,42.04,107,10,1024,1024,1024,0, 0.08, 0, 0.92,down,0, 4, 512, 2, 0, 1024, 4, 8, 0, 2, 8, 16, 0, 0, 0, 4
323,42.43,103,9,1024,1024,1024,0, 0.97, 0.01, 0.02,left,0, 0, 0, 2, 0, 4, 512, 8, 2, 1024, 4, 16, 0, 2, 8, 4
322,42.31,103,9,1024,1024,1024,0.01, 0, 0.04, 0.95,down,2, 0, 0, 0, 4, 512, 8, 2, 2, 1024, 4, 16, 2, 8, 4, 0
323,40.23,108,8,1024,1024,1024,0.05, 0.13, 0.04, 0.78,down,0, 2, 0, 0, 2, 512, 0, 0, 4, 1024, 8, 2, 4, 8, 8, 16
329,41.59,105,7,1024,1024,1024,0.41, 0.28, 0.03, 0.28,right,2, 2, 0, 0, 0, 512, 0, 0, 2, 1024, 0, 2, 8, 8, 16, 16
325,40.71,112,6,1024,1024,1024,0.2, 0.11, 0.25, 0.44,down,2, 0, 0, 4, 0, 0, 0, 512, 0, 2, 1024, 2, 0, 0, 16, 32
327,40.66,120,7,1024,1024,1024,0.23, 0.38, 0.23, 0.17,left,0, 0, 0, 4, 0, 0, 0, 512, 2, 0, 1024, 2, 2, 2, 16, 32
328,37.52,103,7,1024,1024,1024,0.93, 0, 0.07, 0,right,4, 0, 0, 0, 512, 2, 0, 0, 2, 1024, 2, 0, 4, 16, 32, 0
337,38.18,116,8,1024,1024,1024,0, 0.03, 0.2, 0.77,down,0, 0, 2, 4, 0, 0, 512, 2, 0, 2, 1024, 2, 0, 4, 16, 32
335,37.43,104,7,1024,1024,1024,0.16, 0.05, 0.43, 0.35,up,0, 0, 2, 2, 0, 0, 512, 4, 0, 2, 1024, 4, 0, 4, 16, 32
337,34.11,93,8,1024,1024,1024,0.13, 0.79, 0, 0.09,left,0, 2, 2, 2, 0, 4, 512, 8, 0, 0, 1024, 32, 0, 0, 16, 2
347,34.74,114,6,1024,1024,1024,0.19, 0.28, 0.22, 0.31,down,4, 2, 0, 0, 4, 512, 8, 0, 1024, 32, 0, 2, 16, 2, 0, 0
345,33.13,89,8,1024,1024,1024,0.13, 0.09, 0.22, 0.57,down,0, 2, 2, 0, 8, 512, 0, 0, 1024, 32, 0, 0, 16, 2, 8, 2
350,31.64,95,7,1024,1024,1024,0.09, 0.1, 0.52, 0.29,up,0, 2, 2, 0, 8, 512, 0, 0, 1024, 32, 2, 0, 16, 2, 8, 2
355,34.72,88,11,1024,1024,1024,0.09, 0.11, 0.69, 0.11,up,8, 2, 4, 2, 1024, 512, 8, 2, 16, 32, 0, 0, 0, 2, 0, 0
345,35.12,92,9,1024,1024,1024,0.11, 0.8, 0, 0.08,left,8, 2, 4, 4, 1024, 512, 8, 0, 16, 32, 0, 0, 2, 2, 0, 0
344,36.29,101,10,1024,1024,1024,0.05, 0.06, 0.04, 0.85,down,8, 2, 8, 0, 1024, 512, 8, 0, 16, 32, 0, 2, 4, 0, 0, 0
341,36.51,91,9,1024,1024,1024,0.92, 0, 0.05, 0.04,right,8, 2, 0, 0, 1024, 2, 0, 0, 16, 512, 0, 0, 4, 32, 16, 2
340,38.17,94,8,1024,1024,1024,0, 0.01, 0.1, 0.89,down,0, 0, 8, 2, 0, 2, 1024, 2, 0, 0, 16, 512, 4, 32, 16, 2
335,38.71,112,8,1024,1024,1024,0.72, 0.09, 0.03, 0.17,right,2, 0, 0, 0, 0, 0, 8, 4, 0, 2, 1024, 512, 4, 32, 32, 2
333,37.69,86,9,1024,1024,1024,0.87, 0.06, 0.07, 0,right,0, 0, 2, 2, 0, 0, 8, 4, 0, 2, 1024, 512, 0, 4, 64, 2
336,36.94,86,6,1024,1024,1024,0.13, 0.02, 0.58, 0.28,up,0, 0, 0, 4, 2, 0, 8, 4, 0, 2, 1024, 512, 0, 4, 64, 2
339,35.45,112,6,1024,1024,1024,0.4, 0.47, 0, 0.12,left,2, 2, 8, 8, 0, 4, 1024, 512, 0, 0, 64, 2, 0, 0, 2, 0
343,34.69,88,6,1024,1024,1024,0.09, 0.22, 0.43, 0.25,up,4, 16, 0, 0, 4, 1024, 512, 0, 64, 2, 0, 0, 2, 0, 2, 0
345,33.84,105,6,1024,1024,1024,0.32, 0.19, 0.24, 0.25,right,8, 16, 512, 0, 64, 1024, 2, 0, 2, 2, 0, 2, 0, 0, 0, 0
348,32.85,90,8,1024,1024,1024,0, 0.8, 0, 0.2,left,0, 8, 16, 512, 0, 64, 1024, 2, 0, 0, 2, 4, 0, 0, 0, 2
351,32.44,102,8,1024,1024,1024,0.22, 0.05, 0.18, 0.55,down,8, 16, 512, 0, 64, 1024, 2, 0, 2, 4, 0, 0, 2, 2, 0, 0
352,32.1,84,10,1024,1024,1024,0.76, 0.09, 0.1, 0.05,right,0, 16, 2, 0, 8, 1024, 0, 0, 64, 4, 512, 0, 4, 2, 2, 0
353,33.42,98,7,1024,1024,1024,0.06, 0.05, 0.41, 0.48,down,2, 0, 16, 2, 0, 0, 8, 1024, 0, 64, 4, 512, 0, 0, 4, 4
349,33.79,88,7,1024,1024,1024,0.19, 0.03, 0.27, 0.51,down,0, 2, 0, 2, 0, 0, 16, 1024, 0, 0, 8, 512, 2, 64, 8, 4
348,31.9,89,7,1024,1024,1024,0.26, 0.06, 0.47, 0.22,up,0, 0, 2, 2, 0, 0, 0, 1024, 0, 2, 16, 512, 2, 64, 16, 4
354,31.98,85,8,1024,1024,1024,0.54, 0.21, 0.11, 0.13,right,2, 2, 2, 2, 2, 64, 32, 1024, 0, 0, 0, 512, 0, 0, 0, 4
354,31.63,89,7,1024,1024,1024,0.18, 0.26, 0.2, 0.36,down,0, 2, 4, 4, 2, 64, 32, 1024, 0, 0, 0, 512, 0, 0, 0, 4
355,30.06,85,7,1024,1024,1024,0.44, 0.07, 0.23, 0.27,right,0, 0, 0, 4, 2, 0, 0, 1024, 0, 2, 4, 512, 2, 64, 32, 4
359,28.78,87,7,1024,1024,1024,0.13, 0.17, 0.6, 0.09,up,0, 0, 0, 4, 2, 0, 2, 1024, 0, 2, 4, 512, 2, 64, 32, 4
363,28.05,93,7,1024,1024,1024,0.84, 0.12, 0.02, 0.03,right,4, 2, 2, 4, 0, 64, 4, 1024, 0, 0, 32, 512, 0, 2, 0, 4
365,28.6,91,7,1024,1024,1024,0.49, 0.36, 0.07, 0.08,right,0, 4, 4, 4, 0, 64, 4, 1024, 0, 0, 32, 512, 0, 2, 2, 4
364,26.63,78,7,1024,1024,1024,0.32, 0.15, 0.43, 0.1,up,0, 0, 4, 8, 0, 64, 4, 1024, 0, 2, 32, 512, 0, 0, 4, 4
370,29.22,80,8,1024,1024,1024,0.19, 0.33, 0.39, 0.09,up,0, 64, 8, 8, 0, 2, 32, 1024, 0, 2, 4, 512, 0, 0, 0, 4
362,30.45,81,12,1024,1024,1024,0.08, 0.21, 0.67, 0.04,up,0, 64, 8, 8, 2, 4, 32, 1024, 0, 0, 4, 512, 0, 0, 0, 4
358,38.39,80,12,1024,1024,1024,0.02, 0.92, 0.01, 0.05,left,2, 64, 8, 8, 2, 4, 32, 1024, 0, 0, 4, 512, 0, 0, 0, 4
334,25.9,75,9,1024,1024,1024,0.02, 0, 0.32, 0.66,down,2, 64, 16, 0, 2, 4, 32, 1024, 4, 512, 2, 0, 4, 0, 0, 0
372,32.18,78,11,1024,1024,1024,0.07, 0.73, 0.13, 0.07,left,2, 0, 0, 0, 0, 64, 16, 0, 4, 4, 32, 0, 8, 512, 2, 1024
353,24.79,83,6,1024,1024,1024,0.07, 0.39, 0.27, 0.26,left,2, 0, 0, 0, 64, 16, 0, 0, 8, 32, 0, 2, 8, 512, 2, 1024
375,31.03,102,10,1024,1024,1024,0.05, 0.63, 0.12, 0.21,left,2, 0, 2, 0, 64, 16, 0, 0, 8, 32, 2, 0, 8, 512, 2, 1024
356,25.74,79,10,1024,1024,1024,0.14, 0.13, 0.11, 0.61,down,4, 0, 0, 0, 64, 16, 0, 2, 8, 32, 2, 0, 8, 512, 2, 1024
372,35.98,105,11,1024,1024,1024,0.04, 0.05, 0.91, 0,up,0, 2, 0, 0, 4, 16, 0, 0, 64, 32, 0, 2, 16, 512, 4, 1024
342,34.58,75,11,1024,1024,1024,0.01, 0.06, 0.04, 0.89,down,4, 2, 4, 2, 64, 16, 0, 1024, 16, 32, 2, 0, 0, 512, 0, 0
346,34.91,78,11,1024,1024,1024,0.02, 0.03, 0.91, 0.04,up,0, 2, 0, 2, 4, 16, 0, 0, 64, 32, 4, 2, 16, 512, 2, 1024
345,31.87,77,9,1024,1024,1024,0.9, 0.04, 0.05, 0.01,right,4, 2, 4, 4, 64, 16, 2, 1024, 16, 32, 0, 0, 0, 512, 2, 0
354,31.35,82,9,1024,1024,1024,0.01, 0.02, 0.96, 0.01,up,0, 4, 2, 8, 64, 16, 2, 1024, 2, 0, 16, 32, 0, 0, 512, 2
355,32.81,87,9,1024,1024,1024,0.08, 0.9, 0.01, 0,left,64, 4, 4, 8, 2, 16, 16, 1024, 0, 0, 512, 32, 0, 2, 0, 2
351,32.64,74,8,1024,1024,1024,0.04, 0.14, 0.78, 0.04,up,64, 8, 8, 0, 2, 32, 1024, 0, 512, 32, 0, 0, 4, 0, 2, 0
352,34.05,94,9,1024,1024,1024,0.89, 0.08, 0, 0.03,right,64, 8, 8, 2, 2, 64, 1024, 0, 512, 0, 2, 0, 4, 0, 0, 0
347,34.49,82,7,1024,1024,1024,0.08, 0.22, 0.13, 0.56,down,0, 64, 16, 2, 0, 2, 64, 1024, 2, 0, 512, 2, 0, 0, 0, 4
346,31.94,94,7,1024,1024,1024,0.25, 0.67, 0.07, 0,left,0, 0, 2, 2, 0, 0, 16, 1024, 0, 64, 64, 2, 2, 2, 512, 4
354,31.23,74,7,1024,1024,1024,0.36, 0.54, 0.1, 0,left,4, 0, 0, 0, 16, 1024, 0, 0, 128, 2, 2, 0, 4, 512, 4, 0
356,32.09,72,6,1024,1024,1024,0.19, 0.24, 0.35, 0.22,up,4, 0, 0, 0, 16, 1024, 0, 0, 128, 4, 0, 2, 4, 512, 4, 0
353,32.19,93,8,1024,1024,1024,0.05, 0, 0.2, 0.75,down,4, 1024, 4, 2, 16, 4, 0, 0, 128, 512, 2, 0, 4, 0, 0, 0
353,29.94,66,8,1024,1024,1024,0.22, 0.7, 0.07, 0,left,4, 2, 0, 0, 16, 1024, 0, 0, 128, 4, 4, 0, 4, 512, 2, 2
360,29.19,72,7,1024,1024,1024,0.31, 0.48, 0.13, 0.08,left,4, 2, 0, 0, 16, 1024, 0, 0, 128, 8, 0, 2, 4, 512, 4, 0
362,28.63,85,8,1024,1024,1024,0.03, 0, 0.49, 0.49,down,4, 2, 0, 0, 16, 1024, 2, 0, 128, 8, 2, 0, 4, 512, 4, 0
364,27.54,70,9,1024,1024,1024,0.03, 0, 0.89, 0.09,up,4, 2, 0, 0, 16, 1024, 0, 0, 128, 8, 4, 0, 4, 512, 4, 2
367,28.64,66,8,1024,1024,1024,0.04, 0, 0.1, 0.86,down,4, 2, 8, 2, 16, 1024, 0, 0, 128, 8, 2, 0, 4, 512, 0, 0
364,27.96,101,7,1024,1024,1024,0.19, 0.67, 0.02, 0.12,left,4, 2, 2, 0, 16, 1024, 0, 0, 128, 8, 8, 0, 4, 512, 2, 2
366,28.62,75,8,1024,1024,1024,0.14, 0.23, 0.26, 0.37,down,4, 4, 0, 0, 16, 1024, 0, 0, 128, 16, 0, 2, 4, 512, 4, 0
364,27.74,98,8,1024,1024,1024,0.23, 0.06, 0.58, 0.13,up,4, 4, 0, 0, 16, 1024, 0, 0, 128, 16, 0, 2, 4, 512, 4, 2
366,28.1,82,6,1024,1024,1024,0.2, 0.7, 0.09, 0.01,left,4, 4, 4, 4, 16, 1024, 0, 0, 128, 16, 0, 0, 4, 512, 2, 0
365,28.38,63,7,1024,1024,1024,0.3, 0.42, 0.15, 0.13,left,8, 8, 0, 0, 16, 1024, 0, 0, 128, 16, 0, 2, 4, 512, 2, 0
364,26.97,60,7,1024,1024,1024,0.07, 0.34, 0.5, 0.08,up,16, 0, 0, 0, 16, 1024, 0, 2, 128, 16, 2, 0, 4, 512, 2, 0
369,25.57,65,6,1024,1024,1024,0.19, 0.18, 0.35, 0.28,up,32, 1024, 4, 2, 128, 16, 0, 2, 4, 512, 0, 0, 0, 0, 0, 0
373,27.73,83,9,1024,1024,1024,0.09, 0.83, 0, 0.08,left,32, 1024, 4, 4, 128, 16, 0, 2, 4, 512, 0, 0, 0, 0, 0, 0
366,27.17,63,9,1024,1024,1024,0.24, 0.16, 0.5, 0.1,up,32, 1024, 8, 0, 128, 16, 2, 0, 4, 512, 0, 2, 0, 0, 0, 0
368,27.88,71,9,1024,1024,1024,0.11, 0.15, 0.56, 0.18,up,32, 1024, 8, 2, 128, 16, 2, 0, 4, 512, 0, 0, 0, 0, 0, 2
366,27.57,74,10,1024,1024,1024,0.04, 0.14, 0, 0.82,down,32, 1024, 8, 4, 128, 16, 2, 0, 4, 512, 0, 0, 0, 2, 0, 0
367,29.97,84,9,1024,1024,1024,0.03, 0.94, 0.01, 0.02,left,0, 1024, 0, 0, 32, 16, 0, 2, 128, 512, 8, 0, 4, 2, 2, 4
360,26.43,87,9,1024,1024,1024,0.08, 0.06, 0.05, 0.81,down,1024, 0, 0, 0, 32, 16, 2, 2, 128, 512, 8, 0, 4, 4, 4, 0
370,25.42,75,10,1024,1024,1024,0.04, 0.04, 0.89, 0.04,up,1024, 0, 2, 0, 32, 16, 2, 0, 128, 512, 8, 0, 4, 4, 4, 2
373,23.89,94,12,1024,1024,1024,0.04, 0.1, 0, 0.87,down,1024, 16, 4, 2, 32, 512, 8, 0, 128, 4, 4, 0, 4, 2, 0, 0
378,23.8,96,11,1024,1024,1024,0.03, 0, 0.97, 0,up,1024, 16, 2, 0, 32, 512, 4, 0, 128, 4, 8, 0, 4, 2, 4, 2
378,21.73,64,9,1024,1024,1024,0.84, 0.12, 0.02, 0.02,right,1024, 16, 2, 2, 32, 512, 4, 0, 128, 4, 8, 0, 4, 2, 4, 2
384,22.3,77,8,1024,1024,1024,0, 0.01, 0.93, 0.07,up,0, 1024, 16, 4, 2, 32, 512, 4, 0, 128, 4, 8, 4, 2, 4, 2
383,22.85,67,9,1024,1024,1024,0.08, 0.15, 0.73, 0.04,up,2, 1024, 16, 8, 4, 32, 512, 8, 0, 128, 8, 2, 0, 2, 0, 2
381,22.63,65,11,1024,1024,1024,0.05, 0.94, 0, 0.01,left,2, 1024, 16, 16, 4, 32, 512, 4, 0, 128, 8, 0, 0, 2, 2, 0
382,23.16,74,10,1024,1024,1024,0.02, 0.06, 0.91, 0.01,up,2, 1024, 32, 0, 4, 32, 512, 4, 128, 8, 0, 0, 4, 0, 2, 0
380,23.87,71,8,1024,1024,1024,0.78, 0.13, 0.04, 0.05,right,2, 1024, 32, 4, 4, 32, 512, 0, 128, 8, 2, 0, 4, 0, 0, 2
378,23.39,83,8,1024,1024,1024,0, 0.01, 0.26, 0.72,down,2, 1024, 32, 4, 0, 4, 32, 512, 2, 128, 8, 2, 0, 0, 4, 2
379,23.16,64,6,1024,1024,1024,0.34, 0.31, 0.28, 0.07,right,2, 0, 0, 0, 0, 1024, 64, 4, 0, 4, 8, 512, 4, 128, 4, 4
380,21.55,88,7,1024,1024,1024,0, 0.57, 0.2, 0.24,left,0, 0, 0, 2, 0, 1024, 64, 4, 2, 4, 8, 512, 0, 4, 128, 8
